24.0964,0.99769
24.0964,-1.61311
24.0964,-3.02305
24.0964,0.0568455
24.0964,-2.32594
24.0964,-0.828534
24.0964,0.201472
24.0964,-5.55329
24.0964,-0.425064
24.0964,-2.29259
24.0964,1.82317
24.0964,-0.910981
24.0964,-0.771136
24.0964,-4.68101
24.0964,-2.05532
24.0964,-2.84068
24.0964,-5.42969
24.0964,-2.26478
24.0964,-5.31998
24.0964,-3.3263
24.0964,-3.72142
24.0964,0.440575
24.0964,-3.39284
24.0964,0.0864652
24.0964,0.0698182
24.0964,0.498835
24.0964,-2.81334
24.0964,-4.44044
24.0964,-6.74159
24.0964,0.534636
24.0964,0.117079
24.0964,0.330382
24.0964,-2.14203
24.0964,0.671464
24.0964,-5.69339
24.0964,-2.13892
24.0964,-7.56505
24.0964,0.860663
24.0964,-5.71093
24.0964,-2.07081
24.0964,-4.82128
24.0964,-0.256791
24.0964,-1.1079
24.0964,-6.53275
24.0964,-6.13209
24.0964,-9.82045
24.0964,-4.02259
24.0964,-5.46024
24.0964,-2.9339
24.0964,-2.7077
24.0964,-3.47413
24.0964,-4.44592
24.0964,-1.26069
24.0964,-1.4365
24.0964,-3.02341
24.0964,-2.62285
36.1446,2.32925
36.1446,-7.31566
36.1446,-0.0948598
36.1446,-1.64124
36.1446,-0.915102
36.1446,-0.889455
36.1446,1.58584
36.1446,-4.63203
36.1446,-0.992367
36.1446,-0.524621
36.1446,-3.86724
36.1446,-0.702623
36.1446,-3.24171
36.1446,-1.28361
36.1446,-1.06947
36.1446,-1.58722
36.1446,-0.891662
36.1446,-2.7107
36.1446,-4.02958
36.1446,-3.51706
36.1446,-1.43369
36.1446,-2.48709
36.1446,-1.57756
36.1446,-1.97961
36.1446,-0.893749
36.1446,-1.56372
36.1446,-1.35587
36.1446,-5.5046
36.1446,-2.31561
36.1446,-1.88127
36.1446,-3.25939
36.1446,-2.12819
36.1446,-3.79123
36.1446,-1.6726
36.1446,-1.9245
36.1446,-2.53257
36.1446,-4.31463
36.1446,-2.13511
36.1446,-4.99016
36.1446,-1.22358
36.1446,-2.15465
36.1446,-2.86427
36.1446,-1.71216
36.1446,-1.49618
36.1446,-5.72078
36.1446,-1.82214
36.1446,-2.07437
36.1446,-1.96783
36.1446,-0.8274
36.1446,-7.50173
36.1446,-1.73681
36.1446,-3.00081
36.1446,-1.83198
36.1446,-3.10409
36.1446,-1.98156
48.1928,-1.96527
48.1928,-2.64366
48.1928,2.9789
48.1928,-4.21054
48.1928,3.17257
48.1928,-4.99378
48.1928,1.93059
48.1928,1.34933
48.1928,2.19455
48.1928,0.0522932
48.1928,-0.318383
48.1928,-2.7036
48.1928,-2.67014
48.1928,1.59956
48.1928,-0.0660236
48.1928,-0.406968
48.1928,-1.06327
48.1928,-0.785154
48.1928,-2.79572
48.1928,-2.50245
48.1928,-0.325417
48.1928,-0.201729
48.1928,-0.132836
48.1928,-3.42394
48.1928,-3.93659
48.1928,-2.21735
48.1928,-0.0778456
48.1928,-1.67272
48.1928,-2.28547
48.1928,-0.607549
48.1928,-2.06453
48.1928,-4.30314
48.1928,-2.90536
48.1928,-2.00984
48.1928,-4.50635
48.1928,-2.6854
48.1928,-0.620318
48.1928,-0.825865
48.1928,-1.22283
48.1928,-1.43186
48.1928,-1.59886
48.1928,-1.75836
48.1928,-0.698318
48.1928,-0.856142
48.1928,-4.19263
48.1928,-1.07961
48.1928,-1.16849
48.1928,-1.51147
48.1928,-1.29825
48.1928,-0.957611
48.1928,-1.47718
48.1928,-1.98327
48.1928,-1.84725
48.1928,-3.82895
48.1928,-2.0779
48.1928,-2.28896
48.1928,-1.7892
48.1928,-2.86291
60.241,1.02962
60.241,1.39086
60.241,-1.76225
60.241,1.94575
60.241,-0.164042
60.241,-0.484571
60.241,-2.49869
60.241,-1.50786
60.241,-2.5232
60.241,-0.973331
60.241,0.876927
60.241,0.349551
60.241,-3.73334
60.241,-0.750746
60.241,-0.30944
60.241,0.102991
60.241,-1.20616
60.241,1.5626
60.241,-3.16285
60.241,-2.02715
60.241,-2.00746
60.241,-2.10386
60.241,-3.85817
60.241,-4.06299
60.241,-1.42621
60.241,0.193139
60.241,-1.13525
60.241,0.151736
60.241,-4.41637
60.241,-2.81597
60.241,-1.06239
60.241,-0.547391
60.241,-0.0267503
60.241,-0.330782
60.241,-1.07175
60.241,-1.9481
60.241,-4.75273
60.241,-2.56939
60.241,-0.588313
60.241,-1.77067
60.241,-3.94058
60.241,-3.35189
60.241,-1.50097
60.241,-1.43403
60.241,-3.64111
60.241,-4.26564
60.241,-2.15502
60.241,-1.91184
60.241,-0.999992
60.241,-2.55062
60.241,-2.03254
60.241,-2.73196
60.241,-3.19442
60.241,-2.78129
60.241,-1.73763
60.241,-1.99946
60.241,-0.72068
60.241,-1.18491
60.241,-1.06441
60.241,-1.4557
72.2892,-1.66388
72.2892,-1.73961
72.2892,3.29529
72.2892,-3.65112
72.2892,-23.5453
72.2892,-3.92724
72.2892,1.3487
72.2892,1.79415
72.2892,-19.3344
72.2892,-2.02013
72.2892,0.455642
72.2892,-2.88838
72.2892,0.200162
72.2892,-1.34273
72.2892,-1.41664
72.2892,-0.48291
72.2892,-2.61624
72.2892,-0.684806
72.2892,-0.691971
72.2892,-1.44415
72.2892,-1.60254
72.2892,-0.755517
72.2892,-4.12398
72.2892,-0.996556
72.2892,0.285266
72.2892,-0.00515033
72.2892,-1.68391
72.2892,-0.922091
72.2892,-2.20517
72.2892,-1.36115
72.2892,-3.00012
72.2892,-3.47237
72.2892,-2.52815
72.2892,0.0153601
72.2892,-0.0305999
72.2892,-1.5912
72.2892,-2.79286
72.2892,-1.72695
72.2892,-0.934832
72.2892,-1.28838
72.2892,-1.91738
72.2892,-2.12643
72.2892,-1.15484
72.2892,-1.39173
72.2892,-1.99361
72.2892,-2.09628
72.2892,-1.48575
72.2892,-1.62998
72.2892,-1.39436
72.2892,-1.67821
72.2892,-0.678335
72.2892,-0.676908
72.2892,-0.652834
72.2892,-0.725135
72.2892,-1.6532
72.2892,-1.66164
72.2892,-0.776503
72.2892,-1.09231
72.2892,-1.44113
72.2892,-1.78789
84.3373,5.30399
84.3373,5.4561
84.3373,-1.23529
84.3373,-1.69759
84.3373,-3.38991
84.3373,-3.51059
84.3373,1.01438
84.3373,0.83774
84.3373,1.5156
84.3373,-1.72361
84.3373,0.935306
84.3373,-2.18063
84.3373,-4.05873
84.3373,-4.64787
84.3373,-1.54197
84.3373,0.614125
84.3373,-1.81912
84.3373,0.477612
84.3373,-0.569666
84.3373,-1.78634
84.3373,-0.429643
84.3373,0.280718
84.3373,-2.01683
84.3373,-0.727106
84.3373,-0.589884
84.3373,0.0532618
84.3373,-0.760049
84.3373,-2.16581
84.3373,-1.34012
84.3373,-1.45658
84.3373,-1.24114
84.3373,-0.235656
84.3373,-0.244506
84.3373,-2.54157
84.3373,-1.20029
84.3373,-0.963902
84.3373,-1.22562
84.3373,-1.08985
84.3373,-1.47692
84.3373,-1.5908
84.3373,-0.517637
84.3373,-0.877296
84.3373,-2.03434
84.3373,-2.15606
84.3373,-0.20087
84.3373,-0.440881
84.3373,-1.06662
84.3373,-1.17817
84.3373,-1.05695
84.3373,-1.19992
84.3373,-1.14896
84.3373,-1.42811
84.3373,-0.539054
84.3373,-0.524115
84.3373,-1.30937
84.3373,-1.39946
84.3373,-1.08573
84.3373,-1.16659
84.3373,-0.995748
